SerialICE: Open connection to target hardware...
SerialICE: Waiting for handshake with target... target alive!
4dd3.4e27    RH.U    [f000:5fd7]   MEM: writel 0000009c <= ffbfffbf
4dd3.4e28    RH.U    [f000:5fd7]   MEM: writel 000000a8 <= ffdfffdf
4dd3.4e29    RH.U    [f000:5fd7]   MEM: writel 000000ac <= ffdfffdf
4dd3.4e2a    RH.U    [f000:5fd7]   MEM: writel 000000b8 <= ffefffef
4dd3.4e2b    RH.U    [f000:5fd7]   MEM: writel 000000bc <= ffefffef
4dd3.4e2c    RH.U    [f000:5fd7]   MEM: writel 000000c8 <= fff7fff7
4dd3.4e2d    RH.U    [f000:5fd7]   MEM: writel 000000cc <= fff7fff7
4dd3.4e2e    RH.U    [f000:5fd7]   MEM: writel 000000d8 <= fffbfffb
4dd3.4e2f    RH.U    [f000:5fd7]   MEM: writel 000000dc <= fffbfffb
4dd3.4e30    RH.U    [f000:5fd7]   MEM: writel 000000e8 <= fffdfffd
4dd3.4e31    RH.U    [f000:5fd7]   MEM: writel 000000ec <= fffdfffd
4dd3.4e32    RH.U    [f000:5fd7]   MEM: writel 000000f8 <= fffefffe
4dd3.4e33    RH.U    [f000:5fd7]   MEM: writel 000000fc <= fffefffe
4dd3.4e34    RH.U    [f000:5fd7]   MEM: writel 00000108 <= 7fff7fff
4dd3.4e35    RH.U    [f000:5fd7]   MEM: writel 0000010c <= 7fff7fff
4dd3.4e36    RH.U    [f000:5fd7]   MEM: writel 00000118 <= bfffbfff
4dd3.4e37    RH.U    [f000:5fd7]   MEM: writel 0000011c <= bfffbfff
4dd3.4e38    RH.U    [f000:5fd7]   MEM: writel 00000128 <= dfffdfff
4dd3.4e39    RH.U    [f000:5fd7]   MEM: writel 0000012c <= dfffdfff
4dd3.4e3a    RH.U    [f000:5fd7]   MEM: writel 00000138 <= efffefff
4dd3.4e3b    RH.U    [f000:5fd7]   MEM: writel 0000013c <= efffefff
4dd3.4e3c    RH.U    [f000:5fd7]   MEM: writel 00000148 <= f7fff7ff
4dd3.4e3d    RH.U    [f000:5fd7]   MEM: writel 0000014c <= f7fff7ff
4dd3.4e3e    RH.U    [f000:5fd7]   MEM: writel 00000158 <= fbfffbff
4dd3.4e3f    RH.U    [f000:5fd7]   MEM: writel 0000015c <= fbfffbff
4dd3.4e40    RH.U    [f000:5fd7]   MEM: writel 00000168 <= fdfffdff
4dd3.4e41    RH.U    [f000:5fd7]   MEM: writel 0000016c <= fdfffdff
4dd3.4e42    RH.U    [f000:5fd7]   MEM: writel 00000178 <= fefffeff
4dd3.4e43    RH.U    [f000:5fd7]   MEM: writel 0000017c <= fefffeff
4dd3.4e44    RH.U    [f000:5fd7]   MEM: writel 00000188 <= ff7fff7f
4dd3.4e45    RH.U    [f000:5fd7]   MEM: writel 0000018c <= ff7fff7f
4dd3.4e46    RH.U    [f000:5fd7]   MEM: writel 00000198 <= ffbfffbf
4dd3.4e47    RH.U    [f000:5fd7]   MEM: writel 0000019c <= ffbfffbf
4dd3.4e48    RH.U    [f000:5fd7]   MEM: writel 000001a8 <= ffdfffdf
4dd3.4e49    RH.U    [f000:5fd7]   MEM: writel 000001ac <= ffdfffdf
4dd3.4e4a    RH.U    [f000:5fd7]   MEM: writel 000001b8 <= ffefffef
4dd3.4e4b    RH.U    [f000:5fd7]   MEM: writel 000001bc <= ffefffef
4dd3.4e4c    RH.U    [f000:5fd7]   MEM: writel 000001c8 <= fff7fff7
4dd3.4e4d    RH.U    [f000:5fd7]   MEM: writel 000001cc <= fff7fff7
4dd3.4e4e    RH.U    [f000:5fd7]   MEM: writel 000001d8 <= fffbfffb
4dd3.4e4f    RH.U    [f000:5fd7]   MEM: writel 000001dc <= fffbfffb
4dd3.4e50    RH.U    [f000:5fd7]   MEM: writel 000001e8 <= fffdfffd
4dd3.4e51    RH.U    [f000:5fd7]   MEM: writel 000001ec <= fffdfffd
4dd3.4e52    RH.U    [f000:5fd7]   MEM: writel 000001f8 <= fffefffe
4dd3.4e53    RH.U    [f000:5fd7]   MEM: writel 000001fc <= fffefffe
4dd3.4e54    RH.U    [f000:5fea]   MEM: writel 00000200 <= 7fff7fff
4dd3.4e55    RH.U    [f000:5fea]   MEM: writel 00000204 <= 7fff7fff
4dd3.4e56    RH.U    [f000:5ff9]   MEM: writel 00000210 <= bfffbfff
4dd3.4e57    RH.U    [f000:5ff9]   MEM: writel 00000214 <= bfffbfff
4dd3.4e58    RH.U    [f000:5ff9]   MEM: writel 00000220 <= dfffdfff
4dd3.4e59    RH.U    [f000:5ff9]   MEM: writel 00000224 <= dfffdfff
4dd3.4e5a    RH.U    [f000:5ff9]   MEM: writel 00000230 <= efffefff
4dd3.4e5b    RH.U    [f000:5ff9]   MEM: writel 00000234 <= efffefff
4dd3.4e5c    RH.U    [f000:5ff9]   MEM: writel 00000240 <= f7fff7ff
4dd3.4e5d    RH.U    [f000:5ff9]   MEM: writel 00000244 <= f7fff7ff
4dd3.4e5e    RH.U    [f000:5ff9]   MEM: writel 00000250 <= fbfffbff
4dd3.4e5f    RH.U    [f000:5ff9]   MEM: writel 00000254 <= fbfffbff
4dd3.4e60    RH.U    [f000:5ff9]   MEM: writel 00000260 <= fdfffdff
4dd3.4e61    RH.U    [f000:5ff9]   MEM: writel 00000264 <= fdfffdff
4dd3.4e62    RH.U    [f000:5ff9]   MEM: writel 00000270 <= fefffeff
4dd3.4e63    RH.U    [f000:5ff9]   MEM: writel 00000274 <= fefffeff
4dd3.4e64    RH.U    [f000:5ff9]   MEM: writel 00000280 <= ff7fff7f
4dd3.4e65    RH.U    [f000:5ff9]   MEM: writel 00000284 <= ff7fff7f
4dd3.4e66    RH.U    [f000:5ff9]   MEM: writel 00000290 <= ffbfffbf
4dd3.4e67    RH.U    [f000:5ff9]   MEM: writel 00000294 <= ffbfffbf
4dd3.4e68    RH.U    [f000:5ff9]   MEM: writel 000002a0 <= ffdfffdf
4dd3.4e69    RH.U    [f000:5ff9]   MEM: writel 000002a4 <= ffdfffdf
4dd3.4e6a    RH.U    [f000:5ff9]   MEM: writel 000002b0 <= ffefffef
4dd3.4e6b    RH.U    [f000:5ff9]   MEM: writel 000002b4 <= ffefffef
4dd3.4e6c    RH.U    [f000:5ff9]   MEM: writel 000002c0 <= fff7fff7
4dd3.4e6d    RH.U    [f000:5ff9]   MEM: writel 000002c4 <= fff7fff7
4dd3.4e6e    RH.U    [f000:5ff9]   MEM: writel 000002d0 <= fffbfffb
4dd3.4e6f    RH.U    [f000:5ff9]   MEM: writel 000002d4 <= fffbfffb
4dd3.4e70    RH.U    [f000:5ff9]   MEM: writel 000002e0 <= fffdfffd
4dd3.4e71    RH.U    [f000:5ff9]   MEM: writel 000002e4 <= fffdfffd
4dd3.4e72    RH.U    [f000:5ff9]   MEM: writel 000002f0 <= fffefffe
4dd3.4e73    RH.U    [f000:5ff9]   MEM: writel 000002f4 <= fffefffe
4dd3.4e74    RH.U    [f000:5ff9]   MEM: writel 00000300 <= 7fff7fff
4dd3.4e75    RH.U    [f000:5ff9]   MEM: writel 00000304 <= 7fff7fff
4dd3.4e76    RH.U    [f000:5ff9]   MEM: writel 00000310 <= bfffbfff
4dd3.4e77    RH.U    [f000:5ff9]   MEM: writel 00000314 <= bfffbfff
4dd3.4e78    RH.U    [f000:5ff9]   MEM: writel 00000320 <= dfffdfff
4dd3.4e79    RH.U    [f000:5ff9]   MEM: writel 00000324 <= dfffdfff
4dd3.4e7a    RH.U    [f000:5ff9]   MEM: writel 00000330 <= efffefff
4dd3.4e7b    RH.U    [f000:5ff9]   MEM: writel 00000334 <= efffefff
4dd3.4e7c    RH.U    [f000:5ff9]   MEM: writel 00000340 <= f7fff7ff
4dd3.4e7d    RH.U    [f000:5ff9]   MEM: writel 00000344 <= f7fff7ff
4dd3.4e7e    RH.U    [f000:5ff9]   MEM: writel 00000350 <= fbfffbff
4dd3.4e7f    RH.U    [f000:5ff9]   MEM: writel 00000354 <= fbfffbff
4dd3.4e80    RH.U    [f000:5ff9]   MEM: writel 00000360 <= fdfffdff
4dd3.4e81    RH.U    [f000:5ff9]   MEM: writel 00000364 <= fdfffdff
4dd3.4e82    RH.U    [f000:5ff9]   MEM: writel 00000370 <= fefffeff
4dd3.4e83    RH.U    [f000:5ff9]   MEM: writel 00000374 <= fefffeff
4dd3.4e84    RH.U    [f000:5ff9]   MEM: writel 00000380 <= ff7fff7f
4dd3.4e85    RH.U    [f000:5ff9]   MEM: writel 00000384 <= ff7fff7f
4dd3.4e86    RH.U    [f000:5ff9]   MEM: writel 00000390 <= ffbfffbf
4dd3.4e87    RH.U    [f000:5ff9]   MEM: writel 00000394 <= ffbfffbf
4dd3.4e88    RH.U    [f000:5ff9]   MEM: writel 000003a0 <= ffdfffdf
4dd3.4e89    RH.U    [f000:5ff9]   MEM: writel 000003a4 <= ffdfffdf
4dd3.4e8a    RH.U    [f000:5ff9]   MEM: writel 000003b0 <= ffefffef
4dd3.4e8b    RH.U    [f000:5ff9]   MEM: writel 000003b4 <= ffefffef
4dd3.4e8c    RH.U    [f000:5ff9]   MEM: writel 000003c0 <= fff7fff7
4dd3.4e8d    RH.U    [f000:5ff9]   MEM: writel 000003c4 <= fff7fff7
4dd3.4e8e    RH.U    [f000:5ff9]   MEM: writel 000003d0 <= fffbfffb
4dd3.4e8f    RH.U    [f000:5ff9]   MEM: writel 000003d4 <= fffbfffb
4dd3.4e90    RH.U    [f000:5ff9]   MEM: writel 000003e0 <= fffdfffd
4dd3.4e91    RH.U    [f000:5ff9]   MEM: writel 000003e4 <= fffdfffd
4dd3.4e92    RH.U    [f000:5ff9]   MEM: writel 000003f0 <= fffefffe
4dd3.4e93    RH.U    [f000:5ff9]   MEM: writel 000003f4 <= fffefffe
4dd3.4e94    RH.U    [f000:600b]   MEM: writel 00000208 <= 80008000
4dd3.4e95    RH.U    [f000:600b]   MEM: writel 0000020c <= 80008000
4dd3.4e96    RH.U    [f000:601a]   MEM: writel 00000218 <= 40004000
4dd3.4e97    RH.U    [f000:601a]   MEM: writel 0000021c <= 40004000
4dd3.4e98    RH.U    [f000:601a]   MEM: writel 00000228 <= 20002000
4dd3.4e99    RH.U    [f000:601a]   MEM: writel 0000022c <= 20002000
4dd3.4e9a    RH.U    [f000:601a]   MEM: writel 00000238 <= 10001000
4dd3.4e9b    RH.U    [f000:601a]   MEM: writel 0000023c <= 10001000
4dd3.4e9c    RH.U    [f000:601a]   MEM: writel 00000248 <= 08000800
4dd3.4e9d    RH.U    [f000:601a]   MEM: writel 0000024c <= 08000800
4dd3.4e9e    RH.U    [f000:601a]   MEM: writel 00000258 <= 04000400
4dd3.4e9f    RH.U    [f000:601a]   MEM: writel 0000025c <= 04000400
4dd3.4ea0    RH.U    [f000:601a]   MEM: writel 00000268 <= 02000200
4dd3.4ea1    RH.U    [f000:601a]   MEM: writel 0000026c <= 02000200
4dd3.4ea2    RH.U    [f000:601a]   MEM: writel 00000278 <= 01000100
4dd3.4ea3    RH.U    [f000:601a]   MEM: writel 0000027c <= 01000100
4dd3.4ea4    RH.U    [f000:601a]   MEM: writel 00000288 <= 00800080
4dd3.4ea5    RH.U    [f000:601a]   MEM: writel 0000028c <= 00800080
4dd3.4ea6    RH.U    [f000:601a]   MEM: writel 00000298 <= 00400040
4dd3.4ea7    RH.U    [f000:601a]   MEM: writel 0000029c <= 00400040
4dd3.4ea8    RH.U    [f000:601a]   MEM: writel 000002a8 <= 00200020
4dd3.4ea9    RH.U    [f000:601a]   MEM: writel 000002ac <= 00200020
4dd3.4eaa    RH.U    [f000:601a]   MEM: writel 000002b8 <= 00100010
4dd3.4eab    RH.U    [f000:601a]   MEM: writel 000002bc <= 00100010
4dd3.4eac    RH.U    [f000:601a]   MEM: writel 000002c8 <= 00080008
4dd3.4ead    RH.U    [f000:601a]   MEM: writel 000002cc <= 00080008
4dd3.4eae    RH.U    [f000:601a]   MEM: writel 000002d8 <= 00040004
4dd3.4eaf    RH.U    [f000:601a]   MEM: writel 000002dc <= 00040004
4dd3.4eb0    RH.U    [f000:601a]   MEM: writel 000002e8 <= 00020002
4dd3.4eb1    RH.U    [f000:601a]   MEM: writel 000002ec <= 00020002
4dd3.4eb2    RH.U    [f000:601a]   MEM: writel 000002f8 <= 00010001
4dd3.4eb3    RH.U    [f000:601a]   MEM: writel 000002fc <= 00010001
4dd3.4eb4    RH.U    [f000:601a]   MEM: writel 00000308 <= 80008000
4dd3.4eb5    RH.U    [f000:601a]   MEM: writel 0000030c <= 80008000
4dd3.4eb6    RH.U    [f000:601a]   MEM: writel 00000318 <= 40004000
4dd3.4eb7    RH.U    [f000:601a]   MEM: writel 0000031c <= 40004000
4dd3.4eb8    RH.U    [f000:601a]   MEM: writel 00000328 <= 20002000
4dd3.4eb9    RH.U    [f000:601a]   MEM: writel 0000032c <= 20002000
4dd3.4eba    RH.U    [f000:601a]   MEM: writel 00000338 <= 10001000
4dd3.4ebb    RH.U    [f000:601a]   MEM: writel 0000033c <= 10001000
4dd3.4ebc    RH.U    [f000:601a]   MEM: writel 00000348 <= 08000800
4dd3.4ebd    RH.U    [f000:601a]   MEM: writel 0000034c <= 08000800
4dd3.4ebe    RH.U    [f000:601a]   MEM: writel 00000358 <= 04000400
4dd3.4ebf    RH.U    [f000:601a]   MEM: writel 0000035c <= 04000400
4dd3.4ec0    RH.U    [f000:601a]   MEM: writel 00000368 <= 02000200
4dd3.4ec1    RH.U    [f000:601a]   MEM: writel 0000036c <= 02000200
4dd3.4ec2    RH.U    [f000:601a]   MEM: writel 00000378 <= 01000100
4dd3.4ec3    RH.U    [f000:601a]   MEM: writel 0000037c <= 01000100
4dd3.4ec4    RH.U    [f000:601a]   MEM: writel 00000388 <= 00800080
4dd3.4ec5    RH.U    [f000:601a]   MEM: writel 0000038c <= 00800080
4dd3.4ec6    RH.U    [f000:601a]   MEM: writel 00000398 <= 00400040
4dd3.4ec7    RH.U    [f000:601a]   MEM: writel 0000039c <= 00400040
4dd3.4ec8    RH.U    [f000:601a]   MEM: writel 000003a8 <= 00200020
4dd3.4ec9    RH.U    [f000:601a]   MEM: writel 000003ac <= 00200020
4dd3.4eca    RH.U    [f000:601a]   MEM: writel 000003b8 <= 00100010
4dd3.4ecb    RH.U    [f000:601a]   MEM: writel 000003bc <= 00100010
4dd3.4ecc    RH.U    [f000:601a]   MEM: writel 000003c8 <= 00080008
4dd3.4ecd    RH.U    [f000:601a]   MEM: writel 000003cc <= 00080008
4dd3.4ece    RH.U    [f000:601a]   MEM: writel 000003d8 <= 00040004
4dd3.4ecf    RH.U    [f000:601a]   MEM: writel 000003dc <= 00040004
4dd3.4ed0    RH.U    [f000:601a]   MEM: writel 000003e8 <= 00020002
4dd3.4ed1    RH.U    [f000:601a]   MEM: writel 000003ec <= 00020002
4dd3.4ed2    RH.U    [f000:601a]   MEM: writel 000003f8 <= 00010001
4dd3.4ed3    RH.U    [f000:601a]   MEM: writel 000003fc <= 00010001
4ed4.4ed5    RH.U    [f000:6041]   CPU MSR: [00000250] <= 06060606.06060606
4ed6.4ed7    RH.U    [f000:6041]   MEM:  readb 00000000 => 00
4ed6.4ed8    RH.U    [f000:6041]   MEM:  readb 00000040 => 00
4ed6.4ed9    RH.U    [f000:6041]   MEM:  readb 00000080 => 80
4ed6.4eda    RH.U    [f000:6041]   MEM:  readb 000000c0 => 08
4ed6.4edb    RH.U    [f000:6041]   MEM:  readb 00000100 => 00
4ed6.4edc    RH.U    [f000:6041]   MEM:  readb 00000140 => 00
4ed6.4edd    RH.U    [f000:6041]   MEM:  readb 00000180 => 80
4ed6.4ede    RH.U    [f000:6041]   MEM:  readb 000001c0 => 08
4ed6.4edf    RH.U    [f000:6041]   MEM:  readb 00000200 => ff
4ed6.4ee0    RH.U    [f000:6041]   MEM:  readb 00000240 => ff
4ed6.4ee1    RH.U    [f000:6041]   MEM:  readb 00000280 => 7f
4ed6.4ee2    RH.U    [f000:6041]   MEM:  readb 000002c0 => f7
4ed6.4ee3    RH.U    [f000:6041]   MEM:  readb 00000300 => ff
4ed6.4ee4    RH.U    [f000:6041]   MEM:  readb 00000340 => ff
4ed6.4ee5    RH.U    [f000:6041]   MEM:  readb 00000380 => 7f
4ed6.4ee6    RH.U    [f000:6041]   MEM:  readb 000003c0 => f7
4ed6.4ee7    RH.U    [f000:6041]   MEM:  readl 00000000 => 80008000
4ed6.4ee8    RH.U    [f000:60c6]   MEM:  readl 00000004 => 80008000
4ed6.4ee9    RH.U    [f000:60be]   MEM:  readl 00000010 => 40004000
4ed6.4eea    RH.U    [f000:60c6]   MEM:  readl 00000014 => 40004000
4ed6.4eeb    RH.U    [f000:60be]   MEM:  readl 00000020 => 20002000
4ed6.4eec    RH.U    [f000:60c6]   MEM:  readl 00000024 => 20002000
4ed6.4eed    RH.U    [f000:60be]   MEM:  readl 00000030 => 10001000
4ed6.4eee    RH.U    [f000:60c6]   MEM:  readl 00000034 => 10001000
4ed6.4eef    RH.U    [f000:60be]   MEM:  readl 00000040 => 08000800
4ed6.4ef0    RH.U    [f000:60c6]   MEM:  readl 00000044 => 08000800
4ed6.4ef1    RH.U    [f000:60be]   MEM:  readl 00000050 => 04000400
4ed6.4ef2    RH.U    [f000:60c6]   MEM:  readl 00000054 => 04000400
4ed6.4ef3    RH.U    [f000:60be]   MEM:  readl 00000060 => 02000200
4ed6.4ef4    RH.U    [f000:60c6]   MEM:  readl 00000064 => 02000200
4ed6.4ef5    RH.U    [f000:60be]   MEM:  readl 00000070 => 01000100
4ed6.4ef6    RH.U    [f000:60c6]   MEM:  readl 00000074 => 01000100
4ed6.4ef7    RH.U    [f000:60be]   MEM:  readl 00000080 => 00800080
4ed6.4ef8    RH.U    [f000:60c6]   MEM:  readl 00000084 => 00800080
4ed6.4ef9    RH.U    [f000:60be]   MEM:  readl 00000090 => 00400040
4ed6.4efa    RH.U    [f000:60c6]   MEM:  readl 00000094 => 00400040
4ed6.4efb    RH.U    [f000:60be]   MEM:  readl 000000a0 => 00200020
4ed6.4efc    RH.U    [f000:60c6]   MEM:  readl 000000a4 => 00200020
4ed6.4efd    RH.U    [f000:60be]   MEM:  readl 000000b0 => 00100010
4ed6.4efe    RH.U    [f000:60c6]   MEM:  readl 000000b4 => 00100010
4ed6.4eff    RH.U    [f000:60be]   MEM:  readl 000000c0 => 00080008
4ed6.4f00    RH.U    [f000:60c6]   MEM:  readl 000000c4 => 00080008
4ed6.4f01    RH.U    [f000:60be]   MEM:  readl 000000d0 => 00040004
4ed6.4f02    RH.U    [f000:60c6]   MEM:  readl 000000d4 => 00040004
4ed6.4f03    RH.U    [f000:60be]   MEM:  readl 000000e0 => 00020002
4ed6.4f04    RH.U    [f000:60c6]   MEM:  readl 000000e4 => 00020002
4ed6.4f05    RH.U    [f000:60be]   MEM:  readl 000000f0 => 00010001
4ed6.4f06    RH.U    [f000:60c6]   MEM:  readl 000000f4 => 00010001
4ed6.4f07    RH.U    [f000:60be]   MEM:  readl 00000100 => 80008000
4ed6.4f08    RH.U    [f000:60c6]   MEM:  readl 00000104 => 80008000
4ed6.4f09    RH.U    [f000:60be]   MEM:  readl 00000110 => 40004000
4ed6.4f0a    RH.U    [f000:60c6]   MEM:  readl 00000114 => 40004000
4ed6.4f0b    RH.U    [f000:60be]   MEM:  readl 00000120 => 20002000
4ed6.4f0c    RH.U    [f000:60c6]   MEM:  readl 00000124 => 20002000
4ed6.4f0d    RH.U    [f000:60be]   MEM:  readl 00000130 => 10001000
4ed6.4f0e    RH.U    [f000:60c6]   MEM:  readl 00000134 => 10001000
4ed6.4f0f    RH.U    [f000:60be]   MEM:  readl 00000140 => 08000800
4ed6.4f10    RH.U    [f000:60c6]   MEM:  readl 00000144 => 08000800
4ed6.4f11    RH.U    [f000:60be]   MEM:  readl 00000150 => 04000400
4ed6.4f12    RH.U    [f000:60c6]   MEM:  readl 00000154 => 04000400
4ed6.4f13    RH.U    [f000:60be]   MEM:  readl 00000160 => 02000200
4ed6.4f14    RH.U    [f000:60c6]   MEM:  readl 00000164 => 02000200
4ed6.4f15    RH.U    [f000:60be]   MEM:  readl 00000170 => 01000100
4ed6.4f16    RH.U    [f000:60c6]   MEM:  readl 00000174 => 01000100
4ed6.4f17    RH.U    [f000:60be]   MEM:  readl 00000180 => 00800080
4ed6.4f18    RH.U    [f000:60c6]   MEM:  readl 00000184 => 00800080
4ed6.4f19    RH.U    [f000:60be]   MEM:  readl 00000190 => 00400040
4ed6.4f1a    RH.U    [f000:60c6]   MEM:  readl 00000194 => 00400040
4ed6.4f1b    RH.U    [f000:60be]   MEM:  readl 000001a0 => 00200020
4ed6.4f1c    RH.U    [f000:60c6]   MEM:  readl 000001a4 => 00200020
4ed6.4f1d    RH.U    [f000:60be]   MEM:  readl 000001b0 => 00100010
4ed6.4f1e    RH.U    [f000:60c6]   MEM:  readl 000001b4 => 00100010
4ed6.4f1f    RH.U    [f000:60be]   MEM:  readl 000001c0 => 00080008
4ed6.4f20    RH.U    [f000:60c6]   MEM:  readl 000001c4 => 00080008
4ed6.4f21    RH.U    [f000:60be]   MEM:  readl 000001d0 => 00040004
4ed6.4f22    RH.U    [f000:60c6]   MEM:  readl 000001d4 => 00040004
4ed6.4f23    RH.U    [f000:60be]   MEM:  readl 000001e0 => 00020002
4ed6.4f24    RH.U    [f000:60c6]   MEM:  readl 000001e4 => 00020002
4ed6.4f25    RH.U    [f000:60be]   MEM:  readl 000001f0 => 00010001
4ed6.4f26    RH.U    [f000:60c6]   MEM:  readl 000001f4 => 00010001
4ed6.4f27    RH.U    [f000:60d8]   MEM:  readl 00000008 => 7fff7fff
4ed6.4f28    RH.U    [f000:60ed]   MEM:  readl 0000000c => 7fff7fff
4ed6.4f29    RH.U    [f000:60e4]   MEM:  readl 00000018 => bfffbfff
4ed6.4f2a    RH.U    [f000:60ed]   MEM:  readl 0000001c => bfffbfff
4ed6.4f2b    RH.U    [f000:60e4]   MEM:  readl 00000028 => dfffdfff
4ed6.4f2c    RH.U    [f000:60ed]   MEM:  readl 0000002c => dfffdfff
4ed6.4f2d    RH.U    [f000:60e4]   MEM:  readl 00000038 => efffefff
4ed6.4f2e    RH.U    [f000:60ed]   MEM:  readl 0000003c => efffefff
4ed6.4f2f    RH.U    [f000:60e4]   MEM:  readl 00000048 => f7fff7ff
4ed6.4f30    RH.U    [f000:60ed]   MEM:  readl 0000004c => f7fff7ff
4ed6.4f31    RH.U    [f000:60e4]   MEM:  readl 00000058 => fbfffbff
4ed6.4f32    RH.U    [f000:60ed]   MEM:  readl 0000005c => fbfffbff
4ed6.4f33    RH.U    [f000:60e4]   MEM:  readl 00000068 => fdfffdff
4ed6.4f34    RH.U    [f000:60ed]   MEM:  readl 0000006c => fdfffdff
4ed6.4f35    RH.U    [f000:60e4]   MEM:  readl 00000078 => fefffeff
4ed6.4f36    RH.U    [f000:60ed]   MEM:  readl 0000007c => fefffeff
4ed6.4f37    RH.U    [f000:60e4]   MEM:  readl 00000088 => ff7fff7f
4ed6.4f38    RH.U    [f000:60ed]   MEM:  readl 0000008c => ff7fff7f
4ed6.4f39    RH.U    [f000:60e4]   MEM:  readl 00000098 => ffbfffbf
4ed6.4f3a    RH.U    [f000:60ed]   MEM:  readl 0000009c => ffbfffbf
4ed6.4f3b    RH.U    [f000:60e4]   MEM:  readl 000000a8 => ffdfffdf
4ed6.4f3c    RH.U    [f000:60ed]   MEM:  readl 000000ac => ffdfffdf
4ed6.4f3d    RH.U    [f000:60e4]   MEM:  readl 000000b8 => ffefffef
4ed6.4f3e    RH.U    [f000:60ed]   MEM:  readl 000000bc => ffefffef
4ed6.4f3f    RH.U    [f000:60e4]   MEM:  readl 000000c8 => fff7fff7
4ed6.4f40    RH.U    [f000:60ed]   MEM:  readl 000000cc => fff7fff7
4ed6.4f41    RH.U    [f000:60e4]   MEM:  readl 000000d8 => fffbfffb
4ed6.4f42    RH.U    [f000:60ed]   MEM:  readl 000000dc => fffbfffb
4ed6.4f43    RH.U    [f000:60e4]   MEM:  readl 000000e8 => fffdfffd
4ed6.4f44    RH.U    [f000:60ed]   MEM:  readl 000000ec => fffdfffd
4ed6.4f45    RH.U    [f000:60e4]   MEM:  readl 000000f8 => fffefffe
4ed6.4f46    RH.U    [f000:60ed]   MEM:  readl 000000fc => fffefffe
4ed6.4f47    RH.U    [f000:60e4]   MEM:  readl 00000108 => 7fff7fff
4ed6.4f48    RH.U    [f000:60ed]   MEM:  readl 0000010c => 7fff7fff
4ed6.4f49    RH.U    [f000:60e4]   MEM:  readl 00000118 => bfffbfff
4ed6.4f4a    RH.U    [f000:60ed]   MEM:  readl 0000011c => bfffbfff
4ed6.4f4b    RH.U    [f000:60e4]   MEM:  readl 00000128 => dfffdfff
4ed6.4f4c    RH.U    [f000:60ed]   MEM:  readl 0000012c => dfffdfff
4ed6.4f4d    RH.U    [f000:60e4]   MEM:  readl 00000138 => efffefff
4ed6.4f4e    RH.U    [f000:60ed]   MEM:  readl 0000013c => efffefff
4ed6.4f4f    RH.U    [f000:60e4]   MEM:  readl 00000148 => f7fff7ff
4ed6.4f50    RH.U    [f000:60ed]   MEM:  readl 0000014c => f7fff7ff
4ed6.4f51    RH.U    [f000:60e4]   MEM:  readl 00000158 => fbfffbff
4ed6.4f52    RH.U    [f000:60ed]   MEM:  readl 0000015c => fbfffbff
4ed6.4f53    RH.U    [f000:60e4]   MEM:  readl 00000168 => fdfffdff
4ed6.4f54    RH.U    [f000:60ed]   MEM:  readl 0000016c => fdfffdff
4ed6.4f55    RH.U    [f000:60e4]   MEM:  readl 00000178 => fefffeff
4ed6.4f56    RH.U    [f000:60ed]   MEM:  readl 0000017c => fefffeff
4ed6.4f57    RH.U    [f000:60e4]   MEM:  readl 00000188 => ff7fff7f
4ed6.4f58    RH.U    [f000:60ed]   MEM:  readl 0000018c => ff7fff7f
4ed6.4f59    RH.U    [f000:60e4]   MEM:  readl 00000198 => ffbfffbf
4ed6.4f5a    RH.U    [f000:60ed]   MEM:  readl 0000019c => ffbfffbf
4ed6.4f5b    RH.U    [f000:60e4]   MEM:  readl 000001a8 => ffdfffdf
4ed6.4f5c    RH.U    [f000:60ed]   MEM:  readl 000001ac => ffdfffdf
4ed6.4f5d    RH.U    [f000:60e4]   MEM:  readl 000001b8 => ffefffef
4ed6.4f5e    RH.U    [f000:60ed]   MEM:  readl 000001bc => ffefffef
4ed6.4f5f    RH.U    [f000:60e4]   MEM:  readl 000001c8 => fff7fff7
4ed6.4f60    RH.U    [f000:60ed]   MEM:  readl 000001cc => fff7fff7
4ed6.4f61    RH.U    [f000:60e4]   MEM:  readl 000001d8 => fffbfffb
4ed6.4f62    RH.U    [f000:60ed]   MEM:  readl 000001dc => fffbfffb
4ed6.4f63    RH.U    [f000:60e4]   MEM:  readl 000001e8 => fffdfffd
4ed6.4f64    RH.U    [f000:60ed]   MEM:  readl 000001ec => fffdfffd
4ed6.4f65    RH.U    [f000:60e4]   MEM:  readl 000001f8 => fffefffe
4ed6.4f66    RH.U    [f000:60ed]   MEM:  readl 000001fc => fffefffe
4ed6.4f67    RH.U    [f000:60fd]   MEM:  readl 00000200 => 7fff7fff
4ed6.4f68    RH.U    [f000:6112]   MEM:  readl 00000204 => 7fff7fff
4ed6.4f69    RH.U    [f000:610c]   MEM:  readl 00000210 => bfffbfff
4ed6.4f6a    RH.U    [f000:6112]   MEM:  readl 00000214 => bfffbfff
4ed6.4f6b    RH.U    [f000:610c]   MEM:  readl 00000220 => dfffdfff
4ed6.4f6c    RH.U    [f000:6112]   MEM:  readl 00000224 => dfffdfff
4ed6.4f6d    RH.U    [f000:610c]   MEM:  readl 00000230 => efffefff
4ed6.4f6e    RH.U    [f000:6112]   MEM:  readl 00000234 => efffefff
